id,name,district,submarket,submarketSource,address,propertyType,publicBuildingType,buildingForm,buildingFormStatus,buildingFormSource,builtYear,builtYearSource,unitPrice,unitPriceSource,priceType,sellCount,source,sourceName,detailStatus
"gotohui-1626383","青奥村","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2014","聚汇数据小区详情页建筑年代","41016","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626383","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625877","清河雅苑","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","39740","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625877","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1484563","清晖园","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","31218","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1484563","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-836368","清辉园","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","25104","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/836368","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626676","清融园东区","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","35458","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626676","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-835495","清润园","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","24292","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/835495","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1253838","清泽园","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","25624","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1253838","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-327816","仁恒·江湾城","建邺","奥体","公开地址归并板块","南京建邺区燕山路","商住住宅商铺","多层|小高层|高层(15幢)","混合","公开详情页明确提供住宅形态字段","聚汇数据小区详情页建筑类型","2014","聚汇数据小区详情页建筑年代","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/327816","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-327792","仁恒江湾城二期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","55618","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/327792","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-69512","仁恒江湾城三期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2013","聚汇数据小区详情页建筑年代","65457","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/69512","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-836110","仁恒江湾城四期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","82071","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/836110","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-67980","仁恒江湾城一期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","塔楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2017","聚汇数据小区详情页建筑年代","53088","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/67980","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1548670","仁恒江湾世纪","建邺","江心洲","公开地址归并板块","建邺江心洲南部环洲路与南环路（规划）交汇处","普通住宅,叠拼","塔楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","54216","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1548670","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-251034","仁恒绿洲新岛","建邺","江心洲","公开地址归并板块","建邺江心洲","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2017","聚汇数据小区详情页建筑年代","43345","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/251034","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-69992","仁恒G53公寓","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2011","聚汇数据小区详情页建筑年代","52439","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/69992","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-251519","融侨中央花园二期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2011","聚汇数据小区详情页建筑年代","45462","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/251519","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-70187","融侨中央花园三期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2011","聚汇数据小区详情页建筑年代","50712","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/70187","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-69354","融侨中央花园一期","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2011","聚汇数据小区详情页建筑年代","47160","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/69354","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625881","尚诚华府","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","38849","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625881","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-68748","升龙公园道","建邺","江心洲","公开地址归并板块","建邺江心洲","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2017","聚汇数据小区详情页建筑年代","50096","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/68748","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1486683","升龙公园道公寓","建邺","江心洲","公开地址归并板块","建邺江心洲","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","55124","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1486683","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626382","升龙公园道桦园","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","46922","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626382","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626393","升龙公园道榕园","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","46358","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626393","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625891","升龙公园道檀园别墅","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2017","聚汇数据小区详情页建筑年代","48963","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625891","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626672","升龙公园道榛园","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","53289","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626672","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625874","升龙河西公馆","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2018","聚汇数据小区详情页建筑年代","20337","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625874","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-68037","升龙汇金中心","建邺","奥体","公开地址归并板块","建邺奥南","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2014","聚汇数据小区详情页建筑年代","21907","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/68037","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-555662","升龙桃花园著","建邺","江心洲","公开地址归并板块","建邺江心洲夹江大桥与葡园路交汇处","普通住宅,花园洋房","板楼","洋房","公开详情页明确提供住宅形态字段","聚汇数据小区详情页物业类型","","","53384","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/555662","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626378","升龙桃花园著尚院","建邺","","","","小区","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","50662","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626378","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-69683","升龙天汇","建邺","河西南部","公开地址归并板块","建邺河西南部新梗街与新河路交汇处","普通住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","38495","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/69683","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625312","升龙天汇珑尚","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","43992","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625312","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625310","升龙天汇珑熙","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","45081","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625310","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625319","升龙天汇珑悦","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","42006","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625319","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625895","胜科星洲府","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2018","聚汇数据小区详情页建筑年代","51366","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625895","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1484547","胜科星洲府项目","建邺","","","建邺河西","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2018","聚汇数据小区详情页建筑年代","58230","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1484547","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-73980","盛世公馆","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2012","聚汇数据小区详情页建筑年代","15735","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/73980","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625888","世茂海峡城","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2016","聚汇数据小区详情页建筑年代","39183","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625888","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-715151","世茂天誉","建邺","河西中部","公开地址归并板块","建邺江东中路与集庆门大街交界处","普通住宅,酒店式公寓","塔楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","51809","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/715151","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-68198","首创立方","建邺","","","建邺地铁二号线天迈广场油坊桥站","普通住宅,酒店式公寓","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","25150","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/68198","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-71947","首创天迈广场","建邺","奥体","公开地址归并板块","建邺奥体","住宅","塔楼,板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2014","聚汇数据小区详情页建筑年代","17048","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/71947","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626394","水西门大街57号小区","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","30153","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626394","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626954","水西门大街95号","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","24064","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626954","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-531287","宋都美域锦园","建邺","奥体","公开地址归并板块","南京建邺区恒山路139号","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","48779","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/531287","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-531235","苏宁滨江壹号","建邺","","","南京建邺区扬子江大道","住宅","多层|高层(3幢)","高层","公开详情页明确提供住宅形态字段","聚汇数据小区详情页建筑类型","2014","聚汇数据小区详情页建筑年代","39955","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/531235","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-68792","苏宁睿城","建邺","河西中部","公开地址归并板块","建邺万达广场","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2012","聚汇数据小区详情页建筑年代","52611","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/68792","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626687","苏宁睿城二期","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2013","聚汇数据小区详情页建筑年代","42305","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626687","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626688","苏宁睿城一期","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2013","聚汇数据小区详情页建筑年代","42555","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626688","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-73781","天正滨江","建邺","兴隆","公开地址归并板块","建邺兴隆大街","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2012","聚汇数据小区详情页建筑年代","49131","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/73781","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-251327","万达金街","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2010","聚汇数据小区详情页建筑年代","41214","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/251327","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-327836","万科·金色家园","建邺","水西门","公开地址归并板块","南京建邺区莫愁湖东路1-11号","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/327836","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625884","万科翡翠滨江","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","63141","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625884","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-251294","未来域","建邺","应天西路","公开地址归并板块","建邺应天西路","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2010","聚汇数据小区详情页建筑年代","33796","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/251294","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-68076","五矿崇文金城","建邺","奥体","公开地址归并板块","建邺奥南","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2017","聚汇数据小区详情页建筑年代","38756","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/68076","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625894","五矿御江金城商住楼","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2012","聚汇数据小区详情页建筑年代","49364","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625894","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626696","新安江街","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2010","聚汇数据小区详情页建筑年代","25998","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626696","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-531244","新城·逸境","建邺","水西门","公开地址归并板块","南京建邺区莫愁湖东路48号","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/531244","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-67986","星雨华府","建邺","河西中部","公开地址归并板块","建邺万达广场","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2014","聚汇数据小区详情页建筑年代","49102","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/67986","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-531251","兴宏园","建邺","兴隆","公开地址归并板块","南京建邺区兴隆大街","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/531251","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1778041","颐和源璟","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","66918","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1778041","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626375","银城西堤坊","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2010","聚汇数据小区详情页建筑年代","47019","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626375","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-531097","银城西堤国际·西堤坊","建邺","奥体","公开地址归并板块","南京建邺区恒山路128号","住宅","高层","高层","公开详情页明确提供住宅形态字段","聚汇数据小区详情页建筑类型","2010","聚汇数据小区详情页建筑年代","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/531097","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1528359","银城西堤国际第二区","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","50328","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1528359","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1528357","银城西堤国际第六区","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","53322","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1528357","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1149331","银城西堤国际第三区","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","51002","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1149331","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1626392","银城西堤国际第四区","建邺","","","","小区","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","55167","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1626392","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1529109","银城西堤国际第五区","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","52221","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1529109","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1486618","银城西堤国际第一区","建邺","奥体","公开地址归并板块","建邺奥体","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","47508","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1486618","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-71299","银城长岛观澜","建邺","江心洲","公开地址归并板块","建邺江心洲","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2015","聚汇数据小区详情页建筑年代","51964","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/71299","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1484483","银都商厦","建邺","水西门","公开地址归并板块","建邺水西门","住宅","板塔结合","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","32828","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1484483","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-330412","银河湾·福苑","建邺","","","南京建邺区云锦路","住宅","高层","高层","公开详情页明确提供住宅形态字段","聚汇数据小区详情页建筑类型","2010","聚汇数据小区详情页建筑年代","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/330412","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-327507","迎宾村小区","建邺","","","","小区","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/327507","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1625306","鱼嘴金茂悦","建邺","","","","普通住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","43762","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1625306","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-1548731","鱼嘴润府","建邺","河西南部","公开地址归并板块","建邺高庙路与保双街交叉路口","普通住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","52219","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/1548731","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-15409","雨润国际广场","建邺","奥体","公开地址归并板块","建邺奥体","住宅","板楼","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","2014","聚汇数据小区详情页建筑年代","42001","聚汇数据小区详情页挂牌均价","聚汇数据小区详情页挂牌均价","0","https://m.gotohui.com/xiaoqu/15409","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
"gotohui-531283","育英小区","建邺","南湖","公开地址归并板块","南京建邺区南湖东路","住宅","","","公开源未提供洋房/小高层/高层等住宅形态，标记为待补充","","","","","","暂无公开均价","0","https://m.gotohui.com/xiaoqu/531283","聚汇数据建邺区小区房价列表 + 聚汇数据小区详情页","已抓取"
